geoid,b19013001,b19013001_moe
14000US06037186202,84375,17730
14000US06037185320,45600,8907
14000US06037186203,108011,12541
14000US06037186100,92738,7849
14000US06037186401,40282,8594
14000US06037186301,45769,6960
14000US06037186403,55625,10971
14000US06037186302,74244,13501
14000US06037186404,57574,17335
14000US06037188202,110442,15523
14000US06037187101,79898,8254
14000US06037187102,53333,22881
14000US06037189300,174943,20310
14000US06037189400,159609,31200
14000US06037189500,52976,4364
14000US06037187200,67125,13378
14000US06037187300,94710,15866
14000US06037188100,59306,10076
14000US06037188201,79292,7852
14000US06037188300,99375,20196
14000US06037189600,70109,16014
14000US06037189101,65451,12248
14000US06037189701,91451,29029
14000US06037214502,64464,23518
14000US06037189102,85331,6007
14000US06037189201,40048,6234
14000US06037190402,34138,8323
14000US06037190100,52097,7180
14000US06037190201,29706,7419
14000US06037190202,38250,8269
14000US06037189800,67872,6282
14000US06037189902,56378,12000
14000US06037189903,53973,17138
14000US06037189904,48293,9575
14000US06037190510,41736,10254
14000US06037189905,68393,12879
14000US06037190301,48924,12333
14000US06037190520,35938,7589
14000US06037190401,44235,7447
14000US06037190700,37300,24565
14000US06037190801,25997,3511
14000US06037191302,44306,11723
14000US06037191120,38204,7563
14000US06037191201,45772,3783
14000US06037191203,26167,6368
14000US06037190802,39564,10298
14000US06037190901,32212,7188
14000US06037190902,35787,7716
14000US06037191000,54021,15343
14000US06037191410,31822,6552
14000US06037191110,36667,7856
14000US06037191204,39769,5894
14000US06037191301,44750,17929
14000US06037191420,62073,8380
14000US06037191500,47500,7302
14000US06037228420,35027,6175
14000US06037191810,47344,8298
14000US06037191820,64167,13998
14000US06037191610,44781,7631
14000US06037191620,28229,2695
14000US06037191710,28464,5094
14000US06037191720,27083,7451
14000US06037191901,53173,8781
14000US06037192002,106271,18657
14000US06037191902,90221,15313
14000US06037194402,98333,23450
14000US06037192001,65250,13572
14000US06037192520,43531,2485
14000US06037192300,100938,21961
14000US06037192610,36116,6025
14000US06037192410,74118,18414
14000US06037192620,36722,5127
14000US06037194101,83180,14032
14000US06037194102,126799,25404
14000US06037192420,59046,10205
14000US06037194200,137546,33207
14000US06037192700,47331,12788
14000US06037192510,48218,9821
14000US06037194300,191563,44379
14000US06037194500,109167,14345
14000US06037194401,84167,8619
14000US06037203200,46699,8963
14000US06037195100,124536,19041
14000US06037195400,89668,18035
14000US06037195500,89830,14303
14000US06037195201,80833,16345
14000US06037195600,70870,10043
14000US06037195802,58981,8773
14000US06037195202,106316,8077
14000US06037195803,68125,18851
14000US06037195804,67829,16332
14000US06037195710,44911,8142
14000US06037195300,68819,9949
14000US06037195720,45733,16579
14000US06037195901,59063,8121
14000US06037197420,60648,15872
14000US06037195902,68036,18174
14000US06037195903,52833,10297
14000US06037197200,54417,15783
14000US06037197500,64109,5694
14000US06037197300,81778,5459
14000US06037199000,54572,7956
14000US06037197600,65865,14065
14000US06037199110,60430,5023
14000US06037197410,102631,16306
14000US06037197700,44719,10671
14000US06037199120,35776,7985
14000US06037199201,34211,4606
14000US06037201110,56500,11085
14000US06037199202,56875,14602
14000US06037199300,65417,16874
14000US06037199400,47031,5897
14000US06037199700,36442,9322
14000US06037199800,35977,8430
14000US06037201120,50060,6964
14000US06037199900,36403,4166
14000US06037201302,80000,16203
14000US06037201200,44340,5947
14000US06037201301,46250,11858
14000US06037203300,34632,5630
14000US06037203500,37708,10901
14000US06037201401,43681,7657
14000US06037201402,56698,8674
14000US06037201501,54000,10459
14000US06037201503,40231,9708
14000US06037201504,51927,12614
14000US06037201601,60870,8614
14000US06037201602,59853,16820
14000US06037201700,58717,7987
14000US06037203600,50612,6465
14000US06037203100,29299,5059
14000US06037203710,40640,6610
14000US06037203720,35106,11217
14000US06037204300,37174,6275
14000US06037203800,43234,5374
14000US06037204410,41932,12552
14000US06037206031,90590,12950
14000US06037204420,27865,2811
14000US06037204600,31042,11275
14000US06037204700,55766,10744
14000US06037204910,37143,6690
14000US06037204920,40273,9272
14000US06037205110,44468,3610
14000US06037205120,29505,3699
14000US06037206010,38734,10946
14000US06037206032,35706,4582
14000US06037206050,23007,5451
14000US06037206200,21250,2414
14000US06037207101,38843,7651
14000US06037206300,10294,762
14000US06037207102,26327,6239
14000US06037207103,27292,5555
14000US06037208302,32153,5274
14000US06037207301,52581,14036
14000US06037207302,39809,8115
14000US06037207501,64206,7915
14000US06037207502,19380,3814
14000US06037207710,90667,25087
14000US06037207900,88800,13528
14000US06037208000,34914,8642
14000US06037208401,28720,3391
14000US06037208502,37149,4945
14000US06037208402,41974,3931
14000US06037208610,46797,9112
14000US06037208501,56838,11740
14000US06037208620,39865,5993
14000US06037228500,33259,3416
14000US06037208710,59429,8812
14000US06037208720,26463,5408
14000US06037208801,32567,4666
14000US06037208802,32784,5687
14000US06037208904,26588,6693
14000US06037208902,34911,4847
14000US06037208903,28299,5740
14000US06037209102,26559,3977
14000US06037237800,46042,10228
14000US06037209103,26026,2953
14000US06037209104,24455,4356
14000US06037240402,37938,9088
14000US06037209403,22922,5004
14000US06037209510,27740,5166
14000US06037209520,30760,3833
14000US06037209200,46393,12781
14000US06037209300,27972,5686
14000US06037209401,24854,5992
14000US06037209402,31037,4400
14000US06037211122,47278,4241
14000US06037210010,28359,6730
14000US06037211000,133485,14277
14000US06037209810,27399,4473
14000US06037209820,26392,4339
14000US06037211201,42383,3322
14000US06037211120,46231,11585
14000US06037211202,40378,5856
14000US06037211121,53750,14608
14000US06037211310,40605,3557
14000US06037241001,39509,6878
14000US06037211320,30370,12915
14000US06037211410,39605,10708
14000US06037211420,43472,6236
14000US06037211500,58309,8931
14000US06037211701,61897,9210
14000US06037241002,58029,16865
14000US06037211910,45114,3230
14000US06037211921,33407,6185
14000US06037211922,47778,9975
14000US06037212101,52652,14957
14000US06037211703,50498,5352
14000US06037211704,37172,5847
14000US06037211802,40625,5228
14000US06037211803,50115,7665
14000US06037211804,39469,7275
14000US06037212304,29479,5714
14000US06037212102,27333,8990
14000US06037212202,36236,3788
14000US06037242600,16810,3833
14000US06037212305,36250,5288
14000US06037212203,22938,6369
14000US06037212306,41162,8330
14000US06037212204,28708,4797
14000US06037212303,34400,7761
14000US06037212501,38538,3426
14000US06037212502,46910,12392
14000US06037212410,43278,6613
14000US06037212610,39920,5635
14000US06037212420,35031,8086
14000US06037212620,39375,7004
14000US06037213402,40578,2653
14000US06037213201,30335,6223
14000US06037212701,43750,13169
14000US06037212702,72273,14471
14000US06037212800,48125,9190
14000US06037212900,43266,6028
14000US06037214000,107750,13254
14000US06037213100,41719,9871
14000US06037213202,37656,4466
14000US06037213310,50337,6678
14000US06037214100,101727,22484
14000US06037213320,26971,10380
14000US06037214400,81081,8424
14000US06037213401,31536,1787
14000US06037214501,94076,21472
14000US06037216300,91328,16799
14000US06037214503,74712,5055
14000US06037214600,96875,14096
14000US06037216401,50208,25490
14000US06037214700,105522,15094
14000US06037216402,69063,25538
14000US06037214800,106104,5103
14000US06037214901,72819,10166
14000US06037214902,80033,11927
14000US06037215101,64269,4172
14000US06037216700,69750,13749
14000US06037215102,65000,9157
14000US06037216100,100781,13140
14000US06037216200,95707,20227
14000US06037216800,86895,16226
14000US06037216900,69968,25874
14000US06037218300,50994,9981
14000US06037217001,93083,32178
14000US06037217002,76794,5254
14000US06037217100,64298,7669
14000US06037217200,64222,14103
14000US06037218400,58449,14064
14000US06037218110,43073,5681
14000US06037218220,47700,7209
14000US06037218120,37690,5257
14000US06037218500,42844,8141
14000US06037218210,34485,2538
14000US06037218600,56167,14647
14000US06037261200,191250,43729
14000US06037218701,55264,9501
14000US06037262100,176875,76396
14000US06037218702,35924,5552
14000US06037218800,50921,12149
14000US06037218900,37500,5345
14000US06037219700,50676,12799
14000US06037219010,55962,11581
14000US06037219020,55705,5565
14000US06037219300,35432,7732
14000US06037219500,63359,19374
14000US06037221120,36150,3240
14000US06037221110,30779,3857
14000US06037219800,37933,6586
14000US06037219901,31577,6706
14000US06037221210,44265,9233
14000US06037219902,47875,8274
14000US06037221220,43000,5574
14000US06037220000,45476,7819
14000US06037221302,41385,8002
14000US06037220100,53727,21183
14000US06037221303,35417,4898
14000US06037221304,35149,11463
14000US06037221900,12319,6547
14000US06037221401,24290,4667
14000US06037221402,32841,9685
14000US06037221500,31774,7347
14000US06037221601,38558,8987
14000US06037221602,27740,8443
14000US06037221710,36563,6464
14000US06037221810,20685,5582
14000US06037221820,13770,5182
14000US06037222001,68125,26165
14000US06037222200,36852,7180
14000US06037222002,46856,15160
14000US06037222100,46429,6860
14000US06037226410,36622,3352
14000US06037222500,42487,14456
14000US06037222600,26277,5081
14000US06037224020,26493,3671
14000US06037224420,23854,4364
14000US06037224200,30579,7883
14000US06037224310,31094,4058
14000US06037222700,8264,5325
14000US06037224010,22054,3394
14000US06037224600,40600,6471
14000US06037226420,31615,8709
14000US06037224320,30273,7096
14000US06037224410,26742,6828
14000US06037224700,10802,2471
14000US06037226700,38353,6630
14000US06037226001,40978,10677
14000US06037227010,42269,4767
14000US06037226002,27632,16995
14000US06037227020,45129,10669
14000US06037228100,46278,10665
14000US06037229100,44869,2828
14000US06037228600,42308,12476
14000US06037228710,30737,2970
14000US06037228210,34386,4522
14000US06037228220,39628,4529
14000US06037228310,42183,9181
14000US06037228320,30714,3857
14000US06037228410,41375,5577
14000US06037229200,37321,13019
14000US06037228720,36587,1982
14000US06037229300,31720,3957
14000US06037228800,38969,5359
14000US06037229410,30227,6751
14000US06037228900,19087,4587
14000US06037229420,36875,7158
14000US06037231900,29982,7063
14000US06037231500,46472,2894
14000US06037231600,41416,3381
14000US06037231710,31099,5553
14000US06037231100,29226,7811
14000US06037231210,27608,8711
14000US06037231220,28113,8592
14000US06037231300,46767,7869
14000US06037231400,38420,6023
14000US06037232110,32266,6619
14000US06037231720,34436,7643
14000US06037232120,36858,4007
14000US06037231800,33602,5068
14000US06037232200,34273,10890
14000US06037232300,46654,14346
14000US06037232400,45132,10615
14000US06037234600,53542,14110
14000US06037232500,41991,12584
14000US06037232600,35645,15054
14000US06037232700,37067,5441
14000US06037232800,33413,8479
14000US06037234000,56708,12801
14000US06037234200,64476,21286
14000US06037234300,43904,5296
14000US06037234501,43750,9532
14000US06037234700,38776,11378
14000US06037234502,24614,15576
14000US06037234800,57646,8647
14000US06037235100,80398,15255
14000US06037234901,16856,4950
14000US06037235201,40000,14113
14000US06037234902,23321,4212
14000US06037235202,31403,4456
14000US06037237102,35123,5629
14000US06037236000,73125,12238
14000US06037236100,22463,6488
14000US06037236202,29436,3789
14000US06037236203,26681,9584
14000US06037236204,24828,7629
14000US06037236400,64636,9287
14000US06037237101,30938,3091
14000US06037237201,45147,8109
14000US06037237202,35733,6939
14000US06037237402,39306,8305
14000US06037237300,34784,10809
14000US06037237500,33040,4987
14000US06037237600,32438,9898
14000US06037237401,38625,8953
14000US06037237710,35262,14115
14000US06037238320,33375,9199
14000US06037237720,32077,3651
14000US06037237900,57298,15009
14000US06037238000,63970,9947
14000US06037238100,45900,9436
14000US06037238200,42344,12922
14000US06037238310,22367,5863
14000US06037238400,51420,15340
14000US06037239201,37000,7497
14000US06037239320,42203,3462
14000US06037239202,35871,8841
14000US06037239330,34741,7587
14000US06037239310,39479,5159
14000US06037239501,40388,6513
14000US06037240010,30710,5091
14000US06037239502,34605,8377
14000US06037239601,36029,5376
14000US06037239602,36425,4736
14000US06037239701,33414,5473
14000US06037239702,32037,16320
14000US06037239801,42963,9471
14000US06037239802,38513,6791
14000US06037240020,39839,11912
14000US06037240200,32661,10406
14000US06037240500,36090,7099
14000US06037240300,24368,4296
14000US06037240600,37759,5549
14000US06037240700,43796,8630
14000US06037240401,37115,6543
14000US06037240800,36923,5688
14000US06037241110,43182,7874
14000US06037241400,32460,8366
14000US06037241120,30688,12353
14000US06037241201,39063,20545
14000US06037241202,40596,10728
14000US06037241300,44583,26351
14000US06037240900,38173,13524
14000US06037242000,32841,6855
14000US06037242700,42978,12069
14000US06037243000,50619,3033
14000US06037243100,24833,6377
14000US06037261101,238125,27313
14000US06037261102,154063,27932
14000US06037262200,210417,47753
14000US06037262301,248269,58241
14000US06037262302,168125,36167
14000US06037262303,250001,
14000US06037262400,250001,
14000US06037242100,14650,3921
14000US06037242200,25833,5159
14000US06037262501,164886,116572
14000US06037242300,26480,11716
14000US06037262601,209625,32976
14000US06037264302,95222,14420
14000US06037262604,204447,17165
14000US06037262704,113672,25228
14000US06037262706,211310,40901
14000US06037262802,225750,22246
14000US06037264000,220473,39777
14000US06037264102,105133,10457
14000US06037264103,100160,14204
14000US06037265100,107969,15172
14000US06037264301,92303,7560
14000US06037265303,17338,4544
14000US06037265201,87344,54482
14000US06037265304,20750,5282
14000US06037265305,18668,10687
14000US06037265202,64083,22296
14000US06037265510,52917,8210
14000US06037265301,,
14000US06037265520,102708,13572
14000US06037267100,90818,10370
14000US06037265601,113750,14864
14000US06037265602,122426,17130
14000US06037265700,80685,14448
14000US06037265410,116625,29802
14000US06037265420,208194,46704
14000US06037267404,80549,17267
14000US06037267200,98728,16546
14000US06037267501,79531,17480
14000US06037267300,69337,16357
14000US06037267502,83342,7517
14000US06037267402,74748,11670
14000US06037267403,77625,17820
14000US06037269300,162438,37550
